,Oferta od,Kategoria,Pokaż oferty z numerem VIN,Ma numer rejestracyjny,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie Poza Miastem,Spalanie W Mieście,Typ nadwozia,Emisja CO2,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Data pierwszej rejestracji w historii pojazdu,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Stan,price,currency,Rok,Przebieg_add,Paliwo,Typ_nadwozia_add,Pierwszy właściciel (od nowości),Bezwypadkowy,Serwisowany w ASO,Kraj pochodzenia,Filtr cząstek stałych,VAT marża,Uszkodzony,Spalanie W Cyklu Mieszanym,VIN,Możliwość finansowania,Tuning,Leasing,Gwarancja dealerska (w cenie),Miesięczna rata,Zarejestrowany jako zabytek,lub do (przebieg km),Faktura VAT,Kierownica po prawej (Anglik),id
207,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2006,200 000 km,1 998 cm3,Benzyna+LPG,210 KM,Automatyczna,Na przednie koła,,"13,70 l/100km",Sedan,,4,,Czarny,,,,,Używane,15500,PLN,2006,200 000 km,Benzyna+LPG,Sedan,,,,,,,,10 l/100km,,,,,,,,,,,608
208,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,SE 2.0i,I (1998-2002),2000,417 000 km,1 985 cm3,Benzyna,130 KM,Manualna,Na przednie koła,7.0 l/100km,,Sedan,,5,5,Czarny,Metalik,,,Tak,Używane,4300,PLN,2000,417 000 km,Benzyna,Sedan,,,,,,,,,,,,,,,,,,,609
209,Firmy,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2004,255 000 km,1 998 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,"10,90 l/100km",Kabriolet,,2,5,Inny kolor,Metalik,,,,Używane,10900,PLN,2004,255 000 km,Benzyna,Kabriolet,,,,,,Tak,,,,Tak,,,,,,,,,610
210,Firmy,Osobowe,Tak,,Saab,9-3,1.8i Sport-Kombi Linear,II (2003-2011),2007,251 000 km,1 796 cm3,Benzyna,122 KM,Manualna,Na przednie koła,,"10,50 l/100km",Kombi,,5,5,Inny kolor,Metalik,,,,Używane,11900,PLN,2007,251 000 km,Benzyna,Kombi,,,,,,Tak,,,,Tak,,,,,,,,,611
211,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2008,140 600 km,1 998 cm3,Benzyna,149 KM,Automatyczna,Na przednie koła,,,Kabriolet,,2,4,Czarny,Metalik,13/05/2008,,Tak,Używane,47900,PLN,2008,140 600 km,Benzyna,Kabriolet,,,,,,,,,,,,,,,,,,,612
212,Firmy,Osobowe,Tak,,Saab,9-3,1.9TiD PF Linear,II (2003-2011),2008,244 000 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,,7 l/100km,Sedan,,5,5,Brązowy,Metalik,,,,Używane,20900,PLN,2008,244 000 km,Diesel,Sedan,,Tak,,,,,,,,,,,,,,,,,613
213,Firmy,Osobowe,Tak,,Saab,9-5,,,2010,279 000 km,1 956 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,,,Sedan,,4,5,Czarny,Metalik,,,,Używane,31900,PLN,2010,279 000 km,Diesel,Sedan,Tak,Tak,Tak,,,Tak,,,,,,,,,,,,,614
214,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2005,314 346 km,1 998 cm3,Benzyna+LPG,175 KM,Automatyczna,Na przednie koła,,,Sedan,,2,5,Czarny,Metalik,02/06/2005,WG90595,Tak,Używane,8000,PLN,2005,314 346 km,Benzyna+LPG,Sedan,,Tak,,Szwajcaria,,,Tak,,,,,,,,,,,,615
215,Firmy,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2005,233 000 km,1 796 cm3,Benzyna,122 KM,Manualna,Na przednie koła,,,Sedan,,4,5,Czarny,Metalik,19/04/2005,wl9994p,Tak,Używane,8900,PLN,2005,233 000 km,Benzyna,Sedan,,,,,,,,,,,,,,,,,,,616
216,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,I (1998-2002),2000,254 000 km,1 985 cm3,Benzyna,205 KM,Automatyczna,Na przednie koła,,,Kabriolet,,2,4,Granatowy,Metalik,,,Tak,Używane,20000,PLN,2000,254 000 km,Benzyna,Kabriolet,,,,Niemcy,,,,,,,,,,,,,,,617
217,Firmy,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2004,286 573 km,1 998 cm3,Benzyna+LPG,150 KM,Automatyczna,Na przednie koła,,,Sedan,,4,5,Srebrny,,07/06/2004,LU787NP,,Używane,9900,PLN,2004,286 573 km,Benzyna+LPG,Sedan,,,,,,Tak,,,,,,,,,,,,,618
218,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,2.0T Vector,II (2003-2011),2004,240 000 km,1 998 cm3,Benzyna,175 KM,Manualna,Na przednie koła,6.0 l/100km,11 l/100km,Kabriolet,203 g/km,2,4,Srebrny,,09/07/2004,EL6FJ10,,Używane,15999,PLN,2004,240 000 km,Benzyna,Kabriolet,,,,,,,,,,,,,,,,,,,619
219,Firmy,Osobowe,Tak,Tak,Saab,9-5,Aero 2.3 TS,,1999,254 399 km,2 290 cm3,Benzyna,230 KM,Manualna,Na przednie koła,,14 l/100km,Sedan,219 g/km,4,5,Srebrny,Metalik,23/12/1999,TBU15420,Tak,Używane,11700,PLN,1999,254 399 km,Benzyna,Sedan,,Tak,Tak,Szwecja,,Tak,,,,Tak,,,,,,,,,620
220,Firmy,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2008,198 000 km,1 998 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,,Sedan,,4,5,Biały,Metalik,11/08/2008,,,Używane,21900,PLN,2008,198 000 km,Benzyna,Sedan,Tak,Tak,,Włochy,,Tak,,,,Tak,,,,,,,,,621
221,Osoby prywatnej,Osobowe,Tak,,Saab,9-5,Kombi 2.0t Vector GE BioPower,,2005,280 000 km,1 985 cm3,Benzyna+LPG,150 KM,Manualna,Na przednie koła,,12 l/100km,Sedan,,5,5,Szary,Metalik,,,,Używane,12000,PLN,2005,280 000 km,Benzyna+LPG,Sedan,Tak,Tak,Tak,Polska,,,,,,,,,,,,,,,622
222,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,I (1998-2002),2000,138 345 km,1 985 cm3,Benzyna,205 KM,Automatyczna,Na przednie koła,,,Kabriolet,,2,4,Czarny,,06/03/2000,DLU77786,,Używane,29499,PLN,2000,138 345 km,Benzyna,Kabriolet,,Tak,Tak,Niemcy,,,,,,,,,,,,,,,623
223,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,I (1998-2002),2002,247 000 km,1 998 cm3,Benzyna+LPG,210 KM,Automatyczna,Na przednie koła,,,Coupe,,4,5,Granatowy,Metalik,05/05/2002,,Tak,Używane,25800,PLN,2002,247 000 km,Benzyna+LPG,Coupe,,Tak,,Belgia,,,,,,,Tak,,,,,,,,624
224,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2005,208 000 km,1 910 cm3,Diesel,150 KM,Manualna,,,,Sedan,,4,5,Czarny,Metalik,20/01/2005,SZA86842,Tak,Używane,7900,PLN,2005,208 000 km,Diesel,Sedan,,,,,,,,,,,,,,,,,,,625
225,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,I (1998-2002),2001,234 700 km,1 985 cm3,Benzyna,205 KM,Manualna,Na przednie koła,7.0 l/100km,13 l/100km,Sedan,,5,5,Niebieski,Metalik,21/02/2001,PO2FN43,Tak,Używane,8200,PLN,2001,234 700 km,Benzyna,Sedan,,Tak,,,,,,,,,,,,,,,,,626
226,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.8t Linear,II (2003-2011),2006,178 145 km,1 998 cm3,Benzyna,150 KM,Manualna,Na przednie koła,6.0 l/100km,11 l/100km,Sedan,206 g/km,2,5,Granatowy,Metalik,13/02/2007,WF2507H,Tak,Używane,19900,PLN,2006,178 145 km,Benzyna,Sedan,,Tak,,Polska,,,,,,,,,,,,,,,627
227,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.9 TiD Sport Kombi DPF Vector,II (2003-2011),2005,245 600 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,,"7,80 l/100km",Kombi,,5,5,Beżowy,Perłowy,,,Tak,Używane,8999,PLN,2005,245 600 km,Diesel,Kombi,,,,Francja,,,,,,,,,,,,,,,628
228,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2005,264 000 km,1 910 cm3,Diesel,150 KM,Manualna,,,,Sedan,,5,5,Granatowy,Metalik,12/05/2005,WWL6593K,Tak,Używane,9500,PLN,2005,264 000 km,Diesel,Sedan,,,,,,,,,,,,,,,,,,,629
229,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2005,310 000 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,,,Kombi,,5,,Czarny,,,,,Używane,7250,PLN,2005,310 000 km,Diesel,Kombi,,,,Niemcy,,,,,,,,,,,,,,,630
230,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,SE 2.0 LPT,II (2003-2011),2003,208 000 km,1 985 cm3,Benzyna,150 KM,Manualna,Na przednie koła,6.0 l/100km,12 l/100km,Kabriolet,,5,5,Srebrny,Metalik,,,Tak,Używane,17900,PLN,2003,208 000 km,Benzyna,Kabriolet,,Tak,Tak,Niemcy,,,,,,,,,,,,,,,631
231,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.8i Linear,II (2003-2011),2004,181 000 km,1 796 cm3,Benzyna+LPG,122 KM,Manualna,Na przednie koła,6.0 l/100km,10 l/100km,Sedan,,5,5,Szary,,06/09/2004,CT1081S,Tak,Używane,9500,PLN,2004,181 000 km,Benzyna+LPG,Sedan,,Tak,,Norwegia,,,,,,,,,,,,,,,632
232,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2004,280 000 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,,,Sedan,,5,5,Granatowy,,,,Tak,Używane,6400,PLN,2004,280 000 km,Diesel,Sedan,,,,,,,Tak,,,,,,,,,,,,633
233,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2010,333 920 km,1 910 cm3,Diesel,160 KM,Manualna,Na przednie koła,,,Kombi,,5,5,Szary,,17/12/2010,GD 621JM,Tak,Używane,9500,PLN,2010,333 920 km,Diesel,Kombi,,,,,,,Tak,,,,,,,,,,,,634
234,Firmy,Osobowe,Tak,,Saab,9-3,1.8i Linear,II (2003-2011),2010,220 000 km,1 796 cm3,Benzyna,122 KM,Manualna,Na przednie koła,,10 l/100km,Kombi,,5,5,Szary,Metalik,,,,Używane,24900,PLN,2010,220 000 km,Benzyna,Kombi,,,,Belgia,,,,,,,,,,,,,,,635
235,Firmy,Osobowe,Tak,,Saab,9-5,2.0 TiD PF Vector,,2010,220 000 km,1 956 cm3,Diesel,160 KM,Manualna,Na przednie koła,,6 l/100km,Sedan,143 g/km,4,5,Szary,Metalik,,,,Używane,32900,PLN,2010,220 000 km,Diesel,Sedan,,,,Belgia,,,,,,,,,,,,,,,636
236,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2008,257 550 km,1 998 cm3,Benzyna,175 KM,Manualna,Na przednie koła,,,Kombi,,5,5,Czarny,Metalik,28/11/2008,JDB608,Tak,Używane,15900,PLN,2008,257 550 km,Benzyna,Kombi,,Tak,Tak,,,,,,,,,,,,,,,,637
237,Firmy,Osobowe,Tak,,Saab,9-3,,,2009,220 123 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,,,Kabriolet,,2,4,Czarny,Metalik,,,Tak,Używane,28800,PLN,2009,220 123 km,Diesel,Kabriolet,,Tak,Tak,Belgia,,,,6 l/100km,,Tak,,,,,,,,,638
238,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2006,292 000 km,1 910 cm3,Diesel,175 KM,Automatyczna,Na przednie koła,,,Sedan,,4,5,Czarny,,,,Tak,Używane,11900,PLN,2006,292 000 km,Diesel,Sedan,,Tak,,Szwajcaria,,,,,,,,,,,,,,,639
239,Firmy,Osobowe,Tak,,Saab,9-3,1.9 TiD DPF Linear,II (2003-2011),2009,270 000 km,1 910 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,,"9,40 l/100km",Sedan,,4,5,Czarny,Metalik,,,Tak,Używane,19900,PLN,2009,270 000 km,Diesel,Sedan,Tak,Tak,Tak,,Tak,Tak,,,,,,,,,,,,,640
240,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,2.0T Cabrio Aero,II (2003-2011),2003,201 800 km,1 998 cm3,Benzyna,210 KM,Manualna,Na przednie koła,,"10,90 l/100km",Kabriolet,,2,4,Czarny,,18/12/2003,LU505JS,Tak,Używane,23000,PLN,2003,201 800 km,Benzyna,Kabriolet,,,,Szwajcaria,,Tak,,,,,,,,,,,,,642
241,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.8i Linear,II (2003-2011),2009,95 587 km,1 796 cm3,Benzyna,122 KM,Manualna,Na przednie koła,,10 l/100km,Sedan,,4,5,Czarny,Metalik,07/04/2009,DW1MS54,Tak,Używane,25000,PLN,2009,95 587 km,Benzyna,Sedan,,,,Polska,,,,,,,,,,,,,,,643
242,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,I (1998-2002),2000,284 000 km,1 985 cm3,Benzyna,150 KM,Automatyczna,Na tylne koła,,,Auta miejskie,,5,5,Czerwony,Metalik,14/12/2000,zh123,,Używane,16700,PLN,2000,284 000 km,Benzyna,Auta miejskie,,Tak,Tak,Szwajcaria,,,,,,,,,,,,,,,644
243,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.9 TiD Sport Kombi DPF Vector,II (2003-2011),2008,357 383 km,1 910 cm3,Diesel,120 KM,Manualna,,,"7,30 l/100km",Kombi,,5,5,Czarny,Metalik,,,Tak,Używane,12900,PLN,2008,357 383 km,Diesel,Kombi,,Tak,,Norwegia,Tak,,,,,,,,,,,,,,645
244,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-5,2.0TiD Vector,,2010,282 000 km,1 956 cm3,Diesel,160 KM,Automatyczna,Na przednie koła,,"8,60 l/100km",Sedan,,4,5,Szary,Metalik,06/08/2010,PO2CF53,Tak,Używane,44000,PLN,2010,282 000 km,Diesel,Sedan,,Tak,Tak,Dania,Tak,,,,,,Tak,,,,,,,,646
245,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.8t Linear BioPower,II (2003-2011),2008,271 000 km,1 998 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,10 l/100km,Kombi,,5,5,Srebrny,Metalik,29/09/2008,,,Używane,17890,PLN,2008,271 000 km,Benzyna,Kombi,,Tak,,Szwecja,,,,,,,,,,,,,,,647
246,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.9 Cabriolet TiD DPF Linear,II (2003-2011),2008,230 000 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,5.1 l/100km,"8,40 l/100km",Kabriolet,169 g/km,2,4,Czarny,Perłowy,,,,Używane,10000,PLN,2008,230 000 km,Diesel,Kabriolet,,,,Wielka Brytania,Tak,,,,,,,,,,,,,Tak,648
247,Osoby prywatnej,Osobowe,Tak,,Saab,9-5,,,2006,353 007 km,2 171 cm3,Diesel,125 KM,Automatyczna,,,,Kombi,,5,,Srebrny,,,,,Używane,6000,PLN,2006,353 007 km,Diesel,Kombi,,,,,,,,,,,,,,,,,Tak,,649
248,Firmy,Osobowe,Tak,,Saab,9-5,,,1975,61 500 km,1 500 cm3,Benzyna,65 KM,Manualna,Na przednie koła,,,Kombi,,3,,Inny kolor,,,,,Używane,44900,PLN,1975,61 500 km,Benzyna,Kombi,,,,,,,,,,,,,,,,,,,650
249,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,SE 2.0T,I (1998-2002),2001,188 400 km,1 985 cm3,Benzyna+LPG,185 KM,Manualna,Na przednie koła,7.0 l/100km,14 l/100km,Kabriolet,,3,4,Czarny,Metalik,24/06/2001,PZ794RG,Tak,Używane,15500,PLN,2001,188 400 km,Benzyna+LPG,Kabriolet,,,,Francja,,,,,,,,,,,,,,,651
250,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-5,1.9 TiD Vector Griffin Edition,,2007,333 614 km,1 910 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,5.7 l/100km,"10,20 l/100km",Sedan,199 g/km,4,5,Granatowy,,02/03/2007,WPIME58,Tak,Używane,11200,PLN,2007,333 614 km,Diesel,Sedan,,Tak,Tak,Holandia,,,,,,,,,,,,,,,652
251,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.9TiDS Linear,II (2003-2011),2007,232 000 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,,7 l/100km,Sedan,,4,5,Czarny,,06/12/2007,RZ3325K,Tak,Używane,9800,PLN,2007,232 000 km,Diesel,Sedan,,Tak,,Francja,,,,,,,,,,,,,,,653
252,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.9TiD Linear Sport,II (2003-2011),2005,262 420 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,4.0 l/100km,7 l/100km,Sedan,,4,5,Srebrny,,17/06/2005,WD0186P,Tak,Używane,11500,PLN,2005,262 420 km,Diesel,Sedan,,,,Belgia,,,,,,,,,,,,,,,654
253,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,2.0LPT,I (1998-2002),2001,108 000 km,1 985 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,12 l/100km,Kabriolet,,2,4,Srebrny,,,KR4W956,Tak,Używane,9000,PLN,2001,108 000 km,Benzyna,Kabriolet,,,,,,,,,,,,,,,,,,,655
254,Osoby prywatnej,Osobowe,Tak,,Saab,9-5,2.8 Turbo Aero XWD,,2011,110 000 km,2 792 cm3,Benzyna,300 KM,Automatyczna,4x4 (stały),,16 l/100km,Sedan,,4,,Czarny,,,,Tak,Używane,75000,PLN,2011,110 000 km,Benzyna,Sedan,,,,,,,,,,,,,,,,,,,656
255,Firmy,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2008,187 324 km,1 910 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,,,Kabriolet,,2,4,Szary,Metalik,25/04/2008,WW373TE,Tak,Używane,59900,PLN,2008,187 324 km,Diesel,Kabriolet,,Tak,Tak,,,,,,,Tak,,,,,,,Tak,,657
256,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2004,319 700 km,1 998 cm3,Benzyna,175 KM,Manualna,Na przednie koła,,,Sedan,,2,5,Srebrny,,28/05/2004,,,Używane,11000,PLN,2004,319 700 km,Benzyna,Sedan,,,,,,,,,,,,,,,,,,,658
257,Firmy,Osobowe,Tak,,Saab,9-3,1.8t Linear,II (2003-2011),2004,230 000 km,1 998 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,11 l/100km,Sedan,,5,5,Inny kolor,Metalik,,,,Używane,8900,PLN,2004,230 000 km,Benzyna,Sedan,,Tak,,,,Tak,,,,Tak,,,,,,,,,659
258,Firmy,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2006,247 000 km,1 910 cm3,Diesel,120 KM,Automatyczna,Na przednie koła,,,Kombi,,5,5,Szary,Metalik,28/07/2006,,,Używane,12999,PLN,2006,247 000 km,Diesel,Kombi,,Tak,,Włochy,,Tak,,,,Tak,,,,,,,,,660
259,Osoby prywatnej,Osobowe,Tak,Tak,Saab,900,2.0 C,,1984,341 500 km,1 985 cm3,Benzyna,99 KM,Manualna,Na przednie koła,,,Coupe,,3,,Niebieski,,06/04/1984,ZGL71229,Tak,Używane,24900,PLN,1984,341 500 km,Benzyna,Coupe,,Tak,,Szwecja,,,,,,,,,,,,,,,661
260,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-5,,,2011,168 500 km,1 998 cm3,Benzyna,220 KM,Automatyczna,Na przednie koła,,,Sedan,,4,5,Brązowy,,01/01/2011,CB220FP,Tak,Używane,33000,PLN,2011,168 500 km,Benzyna,Sedan,,,,Stany Zjednoczone,,,,,,,,,,,,,,,662
261,Firmy,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2008,163 000 km,1 910 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,,,Kombi,,5,5,Czarny,,,,,Używane,18800,PLN,2008,163 000 km,Diesel,Kombi,,,,,,Tak,,,,,,,,,,,,,663
262,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.8i Sport-Kombi Linear,II (2003-2011),2009,183 527 km,1 796 cm3,Benzyna,122 KM,Manualna,Na przednie koła,,"10,50 l/100km",Kombi,,5,5,Srebrny,Metalik,01/07/2009,WPI3442J,Tak,Używane,22878,PLN,2009,183 527 km,Benzyna,Kombi,,Tak,Tak,Szwajcaria,,,,,,,,,,,,,,,664
263,Firmy,Osobowe,Tak,,Saab,9-3,1.9TTiD PF Vector Euro5,II (2003-2011),2011,269 000 km,1 910 cm3,Diesel,180 KM,Manualna,Na przednie koła,,6 l/100km,Sedan,,4,5,Srebrny,Metalik,17/01/2011,,Tak,Używane,27999,PLN,2011,269 000 km,Diesel,Sedan,Tak,Tak,Tak,Szwecja,,Tak,,,,,,,,,,,,,665
264,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,I (1998-2002),1998,253 000 km,2 290 cm3,Benzyna+LPG,150 KM,Manualna,Na przednie koła,,,Kabriolet,,2,5,Bordowy,Metalik,16/09/1998,BAU19858,Tak,Używane,17800,PLN,1998,253 000 km,Benzyna+LPG,Kabriolet,,,,Holandia,,,,,,,,,,,,,,,666
265,Osoby prywatnej,Osobowe,Tak,Tak,Saab,900,,,1992,267 000 km,1 985 cm3,Benzyna,145 KM,Manualna,Na przednie koła,,,Coupe,,5,5,Złoty,,21/02/1992,WX 92635,Tak,Używane,22500,PLN,1992,267 000 km,Benzyna,Coupe,,Tak,,Szwajcaria,,,,,,,,,,,,,,,667
266,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.8t Vector,II (2003-2011),2005,265 000 km,1 998 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,10 l/100km,Sedan,,4,5,Czarny,Metalik,,,Tak,Używane,12900,PLN,2005,265 000 km,Benzyna,Sedan,,Tak,Tak,,,Tak,,,,,,,,,,,,,668
267,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,SE 2.0T,I (1998-2002),2001,180 000 km,1 985 cm3,Benzyna,150 KM,Manualna,,,,Kabriolet,,2,5,Srebrny,,,,,Używane,12900,PLN,2001,180 000 km,Benzyna,Kabriolet,,,,,,,,,YS3DF75CX17018390,,,,,,,,,,669
268,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.9 TiD Sport Kombi DPF Vector,II (2003-2011),2006,237 153 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,4.8 l/100km,"7,80 l/100km",Kombi,159 g/km,5,5,Czarny,Perłowy,31/05/2006,KRA78484,Tak,Używane,13400,PLN,2006,237 153 km,Diesel,Kombi,,,,Niemcy,Tak,,,,,,,,,,,,,,670
269,Osoby prywatnej,Osobowe,Tak,,Saab,9-5,Kombi 1.9 TiDPF Arc,,2007,330 674 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,5.5 l/100km,9 l/100km,Kombi,,5,5,Czarny,Metalik,,,Tak,Używane,3500,PLN,2007,330 674 km,Diesel,Kombi,,,,Belgia,Tak,,Tak,7 l/100km,,,,,,,,,,,671
270,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.8t Cabrio Vector,II (2003-2011),2005,195 600 km,1 998 cm3,Benzyna,150 KM,Manualna,,,"10,70 l/100km",Kabriolet,,2,4,Czarny,,,,,Używane,19999,PLN,2005,195 600 km,Benzyna,Kabriolet,,,,,,,,,YS3FF75F456002250,,,,,,,,,,672
271,Firmy,Osobowe,Tak,,Saab,9-3,1.9 TiD Sport Kombi DPF,II (2003-2011),2008,228 000 km,1 910 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,,"9,50 l/100km",Kombi,,5,5,Szary,Metalik,,,,Używane,17900,PLN,2008,228 000 km,Diesel,Kombi,Tak,Tak,Tak,,,Tak,,,,,,,,,,,,,673
272,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2007,123 000 km,1 998 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,,Kabriolet,,2,4,Błękitny,Metalik,01/01/2017,PP1002N,Tak,Używane,27900,PLN,2007,123 000 km,Benzyna,Kabriolet,,,Tak,Niemcy,,,,,,,,,,,,,,,674
273,Osoby prywatnej,Osobowe,Tak,,Saab,900,,,1988,268 000 km,1 985 cm3,Benzyna,175 KM,Automatyczna,Na przednie koła,,,Kabriolet,,2,4,Czarny,Metalik,,,,Używane,75900,PLN,1988,268 000 km,Benzyna,Kabriolet,,Tak,,,,,,,,,,,,,Tak,,,,675
274,Firmy,Osobowe,Tak,,Saab,9-3,1.9 TiD Sport Kombi DPF Linear,II (2003-2011),2008,278 520 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,4.5 l/100km,"7,30 l/100km",Kombi,149 g/km,5,5,Czarny,Metalik,,,,Używane,16999,PLN,2008,278 520 km,Diesel,Kombi,,Tak,Tak,Belgia,Tak,Tak,,,,,,,,,,,,,676
275,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2007,203 000 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,4.0 l/100km,7 l/100km,Sedan,159 g/km,5,5,Czarny,Perłowy,,,Tak,Używane,18500,PLN,2007,203 000 km,Diesel,Sedan,,Tak,,Polska,,,,,,,Tak,,,,,,,,677
276,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,,II (2003-2011),2009,235 000 km,1 910 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,,,Kabriolet,,2,4,Szary,Metalik,23/12/2009,GA7261V,Tak,Używane,52000,PLN,2009,235 000 km,Diesel,Kabriolet,Tak,Tak,Tak,Polska,,,,,,,,,,,,,,,678
277,Osoby prywatnej,Osobowe,Tak,Tak,Saab,9-3,1.9TiDS Linear Sport,II (2003-2011),2006,380 000 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,4.0 l/100km,7 l/100km,Sedan,,4,5,Szary,Metalik,18/07/2006,KCH 21G3,Tak,Używane,10900,PLN,2006,380 000 km,Diesel,Sedan,,Tak,,,,,,,,,,,,,,,,,679
278,Osoby prywatnej,Osobowe,Tak,,Saab,9-3X,2.0T XWD,,2009,196 000 km,1 998 cm3,Benzyna,210 KM,Manualna,4x4 (stały),6.0 l/100km,11 l/100km,Kombi,194 g/km,5,5,Srebrny,,,,Tak,Używane,29000,PLN,2009,196 000 km,Benzyna,Kombi,,,,,,,,,,,,,,,,,,,680
279,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,,II (2003-2011),2008,293 800 km,1 910 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,6 l/100km,8 l/100km,Sedan,,5,5,Srebrny,,,,Tak,Używane,17700,PLN,2008,293 800 km,Diesel,Sedan,,,,,Tak,,,7 l/100km,,,,,,,,,,,681
280,Osoby prywatnej,Osobowe,Tak,,Saab,9-3,1.9TiD Linear,II (2003-2011),2006,418 000 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,,,Sedan,,4,5,Szary,Metalik,,,Tak,Używane,8900,PLN,2006,418 000 km,Diesel,Sedan,,,,,,,,,,,,,,,,,,,682
